,Unnamed: 0,tweet_id_str,date_time,location,tweet_text,ML_label,subjectivity,polarity,TBsentiment,vader_compound,VADERsentiment
23,23,1542428402606563329,2022-06-30 08:42:42+00:00,,"sadly likely possibility of a new variant of concern that is more deadly which is a risk to ignore , two things seem rather evident. 1. Long Covid, with each wave of new infection, will represent a huge burden on our economy. Evidence for herd immunity by infection was always 4",0,0.5448863636363637,0.14659090909090908,Positive,-0.7906,Negative
24,24,1542411605031489539,2022-06-30 07:35:57+00:00,South Africa,"Covid 19 vaccination levels are dropping fast, putting South Africa's herd immunity target well out of reach. People are reading the end of pandemic restrictions as a signal that vaccination is no longer required, say government monitors. ",0,0.6,0.2,Positive,0.0,Neutral
25,25,1542410387919982597,2022-06-30 07:31:07+00:00,"Montpellier, France"," This is not herd immunity, it s the herd getting more and more vulnerable. ...we re watching water flow uphill. and when you see this, you need to start looking for an external driver. ",0,0.4,0.125,Positive,-0.352,Negative
26,26,1542408389556178944,2022-06-30 07:23:11+00:00,,"Emphasis on the word pointless. Herd immunity from #COVID is a pipe dream. It s not chicken pox. Get it once, get it again. #MaskUp #GetVaccinated ",0,0.725,0.024999999999999994,Positive,0.25,Positive
27,27,1542408341317877760,2022-06-30 07:22:59+00:00,"nipaluna/Hobart, Australia","It s a cynical, pro business, unscientific herd immunity approach, costing us dearly. 92 Tasmanians lost to Covid amp counting, with cases rising amp more dangerous BA. 4 amp 5 becoming dominant. We ve got one of the world s highest transmission rates. Masks save lives. #politas ",0,0.8125,-0.062499999999999986,Negative,-0.3167,Negative
28,28,1542402776986054656,2022-06-30 07:00:53+00:00,"Boston, MA","China will stick to its 'zero Covid' strategy even if it hurts the country's economy, Xi Jinping... Our country has a large population. Such strategies as 'herd immunity' and 'lying flat' would lead to consequences that are unimaginable, Xi said. 35m ago ",0,0.3511904761904762,0.0630952380952381,Positive,-0.7579,Negative
29,29,1542375733929971712,2022-06-30 05:13:25+00:00,"Kennewick, WA","How wrong was #DrAtlas? In that March email, he said that judging by early estimates, the virus might cause about 10,000 deaths. In the end, it directly caused at least 1 million deaths in the United States and indirectly many more. ",0,0.5,0.06666666666666665,Positive,-0.0772,Negative
30,30,1542373678029094913,2022-06-30 05:05:15+00:00,,Everyone should watch this video from February 2020 THE most critical period of the Covid 19 response THE HERD IMMUNITY PROJECT ,1,0.65,0.25,Positive,-0.3804,Negative
31,31,1542333615811579906,2022-06-30 02:26:03+00:00,"Tucson, Arizona",How one doctor wrecked the pandemic response ,0,0.0,0.0,Neutral,0.0,Neutral
32,32,1542329014739673089,2022-06-30 02:07:46+00:00,,No covid for me I don't mask Haven't been vaccinated Young good immune system Probably built up some kind of antibodies Herd immunity works #masksdont #thatsprovenscience,1,0.6333333333333333,0.4666666666666666,Positive,0.4404,Positive
33,33,1542326302493085696,2022-06-30 01:57:00+00:00,,"President #XiJinping has reiterated that the dynamic zero COVID policy has proved to be correct and effective in China's response to #COVID19 outbreaks, saying that the herd immunity approach would cause unimaginable consequences. ",0,0.48333333333333334,0.3,Positive,0.6908,Positive
34,34,1542320047632302085,2022-06-30 01:32:08+00:00,,"President #XiJinping has reiterated that the dynamic zero COVID policy has proved to be correct and effective in the nation's response to #COVID19 outbreaks, saying that the herd immunity approach would cause unimaginable consequences in such a populous country as China. ",0,0.48888888888888893,0.19999999999999998,Positive,0.6908,Positive
35,35,1542311143917686784,2022-06-30 00:56:46+00:00,,"It s actually wearing one, especially knowing that the science doesn t support wearing a mask prevents exposure to Covid, only the slow of spread. So I d much rather build a herd immunity as quickly as possible. Even as an immunocompromised individual ",0,0.5857142857142857,-0.01428571428571429,Negative,0.4588,Positive
36,36,1542293398282854407,2022-06-29 23:46:15+00:00,"Vancouver, BC"," This is not herd immunity, it s the herd getting more and more vulnerable. Omicron is spreading like wildfire because it s optimized to infect the vaccinated. Their antigenic fixation has frozen their immune response boosters aren t going to help. ",0,0.5,0.16666666666666666,Positive,0.7872,Positive
37,37,1542290472562855937,2022-06-29 23:34:37+00:00,Milliways,"Thank you for your advocacy . As you said, we need more rational and knowledgeable voices in the media debunking common myths about COVID including false claims that the disease will become milder over time, and the population will achieve herd immunity. ",1,0.5333333333333333,-0.0666666666666667,Negative,0.3612,Positive
38,38,1542286667050266624,2022-06-29 23:19:30+00:00,,Eugenics programme known as living with covid or reaching herd immunity is going well. ,1,0.0,0.0,Neutral,0.4404,Positive
39,39,1542283889179238400,2022-06-29 23:08:28+00:00,,"Xi Warns Against Herd Immunity, Vows to Stick With Covid Zero ",0,0.0,0.0,Neutral,-0.1027,Negative
40,40,1542283443349889024,2022-06-29 23:06:41+00:00,,Opinion How Scott Atlas's 'herd immunity' approach wrecked covid response The Washington Post ,0,0.0,0.0,Neutral,0.0,Neutral
41,41,1542278147403661313,2022-06-29 22:45:39+00:00,South Wales,Why don t people understand that Covid is horrible you don t develop immunity to it there is no herd immunity and the more it s allowed to spread the more it will mutate and dodge the vaccines. Frustrated trying to run a business. #WearAMask #COVIDisAirborne ,0,0.55,-0.175,Negative,-0.8442,Negative
42,42,1542276606022090758,2022-06-29 22:39:31+00:00,USA,"Xi Warns Against Herd Immunity, Vows to Stick With Covid Zero ",0,0.0,0.0,Neutral,-0.1027,Negative
43,43,1542276300290899970,2022-06-29 22:38:18+00:00,Florida,Opinion How Scott Atlas's 'herd immunity' approach wrecked covid response The Washington Post ,0,0.0,0.0,Neutral,0.0,Neutral
44,44,1542270503263805440,2022-06-29 22:15:16+00:00,¯\_(ツ)_/¯,Sadly QLD's CHO didn't get the memo that COVID is disproving the notion of herd immunity with each variant. Perhaps as far as COVID is concerned Herd Inmunity as a public health measure should be shelved as a viable approach. ,0,0.688888888888889,-0.13333333333333333,Negative,-0.4215,Negative
45,45,1542263581722529795,2022-06-29 21:47:46+00:00,UK,"Covid cases in UK could hit 300,000 a day by next week, scientists warn. About time we had some herd immunity. Pfizer develop a jab for the terrifying Omicron variant and then this news. It's almost like a marketing campaign. Sent via ",0,0.5,-0.5,Negative,-0.4391,Negative
46,46,1542258899314688002,2022-06-29 21:29:10+00:00,"Washington, DC","Bloomberg Xi Warns Against 'Herd Immunity,' Vows to Stick With Covid Zero. ",0,0.0,0.0,Neutral,-0.1027,Negative
47,47,1542258370689863680,2022-06-29 21:27:04+00:00,🌎,From the Editorial Board How one doctor wrecked the pandemic response ,0,0.0,0.0,Neutral,0.0,Neutral
48,48,1542251252934909953,2022-06-29 20:58:46+00:00,,Opinion How one doctor wrecked the pandemic response ,0,0.0,0.0,Neutral,0.0,Neutral
49,49,1542246720196730880,2022-06-29 20:40:46+00:00,N.Y.,Select Subcommittee releases trump s regime herd immunity report There must be accountability for this deliberate act of negligence too many deaths even as i tweet. ,0,0.5,0.5,Positive,0.0,Neutral
50,50,1542236680492564480,2022-06-29 20:00:52+00:00,"Nairobi, Kenya","COVID 19 The enemy within Achieving herd immunity now is no guarantee about what will happen in a year s time because that immunity reduces over time Dr. Loice Ombajo, Infectious Disease Specialist UoN #JKLive ",0,0.0,0.0,Neutral,-0.6416,Negative
51,51,1542231377365504000,2022-06-29 19:39:48+00:00,USA," this is not herd immunity, it s the herd getting more and more vulnerable. and that does not happen like this in the wild. not at this magnitude. we re watching water flow uphill. and when you see this, you need to start looking for an external driver. ",0,0.4,0.12,Positive,-0.5524,Negative
52,52,1542223387098902528,2022-06-29 19:08:03+00:00,new york city,Via How one doctor wrecked the pandemic response ,0,0.0,0.0,Neutral,0.0,Neutral
53,53,1542207281974091776,2022-06-29 18:04:03+00:00,,"Xi takes on straw men in arguing for maintaining his Zero Covid policy Our country has a large population, such strategies as herd immunity and lying flat would lead to consequences that are unimaginable. via ",0,0.3511904761904762,0.0630952380952381,Positive,-0.7506,Negative
54,54,1542203499940806656,2022-06-29 17:49:01+00:00,overal en nergens," This is not herd immunity, it s the herd getting more and more vulnerable. This brilliant article is everything you need to read today but don't do so if you are case sensitive! . 1 2 ",0,0.6799999999999999,0.305,Positive,0.3566,Positive
55,55,1542197883985960963,2022-06-29 17:26:42+00:00,"Manchester, England",1 in 63 people in the North West has been hospitalised due to COVID throughout the pandemic. Yet hospitalisations are still surging. Herd immunity was the biggest failed experiment. ,0,0.3375,-0.3125,Negative,-0.5106,Negative
56,56,1542191171174268928,2022-06-29 17:00:02+00:00,"Atlanta, GA",Hope of Herd Immunity Dwindles Alongside Federal COVID 19 Budget and Supplies ADTX and AditxtScore TM Could Create Map to COVID 19 Immune Responses #medical ,0,0.0,0.0,Neutral,0.7351,Positive
57,57,1542175720197218304,2022-06-29 15:58:38+00:00,,There s less deaths from the new Covid variant. Herd immunity is finally doing its thing.,1,0.5070707070707071,-0.010101010101010102,Negative,0.0,Neutral
58,58,1542175355892469760,2022-06-29 15:57:11+00:00,"Here, duh"," This is not herd immunity, it s the herd getting more and more vulnerable. ",0,0.5,0.16666666666666666,Positive,-0.352,Negative
59,59,1542175029500182528,2022-06-29 15:55:53+00:00,"Stockport, Uk","Covid cases are surging towards 300,000 a day prompting warnings the autumn wave will be worse than expected So Boris how has your plan for 'herd immunity' worked for the UK so far? ",0,0.6666666666666666,-0.13333333333333333,Negative,-0.6486,Negative
60,60,1542174067847036929,2022-06-29 15:52:04+00:00,,REPORT Fauci Admits He Lied Because Country Wasn t Ready To Hear The Truth via ,0,0.5,0.2,Positive,0.5267,Positive
61,61,1542173894404194306,2022-06-29 15:51:23+00:00,,"Second to Brazil, the U.S. has the highest covid deaths per capita in the world. Remember when Bolsonaro was accused of mass homicide for promoting herd immunity? ",0,0.0,0.0,Neutral,0.0772,Positive
62,62,1542173134287167490,2022-06-29 15:48:22+00:00,Hong Kong,"Xi warns against 'herd immunity', vows to stick with Covid zero policy ",0,0.0,0.0,Neutral,-0.1027,Negative
63,63,1542166836648853505,2022-06-29 15:23:20+00:00,,AI amp CYBER via we shared them trying to use the fact that people believed in herd immunity to lie in order to still keep open schools for the purpose to spread covid and track it into and out of family home structures on open zoom. now zoom censor,0,0.5,0.0,Neutral,-0.1531,Negative
64,64,1542165592974626816,2022-06-29 15:18:24+00:00,australja,The only reason why the pandemic is still here is because a stubborn minority is continuing to wear masks and preventing us from reaching herd immunity ,0,1.0,0.0,Neutral,-0.25,Negative
65,65,1542162432222789635,2022-06-29 15:05:50+00:00,A top secret base in the UK ,"Disgraceful. How to control a pandemic, Ignore it and hope for herd immunity and some of your loved ones will die. ",0,0.8,0.7,Positive,0.1027,Positive
66,66,1542158546351149056,2022-06-29 14:50:24+00:00,"San Diego, CA","The cat opines here this is not herd immunity, it s the herd getting more and more vulnerable and that does not happen like this in the wild not at this magnitude. ",0,0.475,0.15,Positive,-0.5524,Negative
67,67,1542154747070894081,2022-06-29 14:35:18+00:00,"New York, NY",President Xi the consequences of focusing on achieving herd immunity in China would be unthinkable China's zero Covid measures are the most economical and effective. ,0,0.75,0.3375,Positive,0.5209,Positive
68,68,1542151174316597253,2022-06-29 14:21:06+00:00,A top secret base in the UK ,Sorry to hear that and yes clinically vulnerable people are being let down by the government's herd immunity covid plan. Myself included I have asthma . ,0,0.5962962962962963,-0.38518518518518524,Negative,0.128,Positive
69,69,1542149331662282754,2022-06-29 14:13:47+00:00,"Lagos, Nigeria","Xi Warns Against Herd Immunity, Vows to Stick With Covid Zero ",0,0.0,0.0,Neutral,-0.1027,Negative
70,70,1542145393382785025,2022-06-29 13:58:08+00:00,"Devon, UK & California, USA",Just like Herd Immunity Covid and look where that got us! #ToriesDevoidOfShame ,0,0.0,0.0,Neutral,0.4199,Positive
71,71,1542142090573914114,2022-06-29 13:45:00+00:00,Dubai,"President Xi Jinping declares #COVID Zero the most economic and effective policy for #China, during a symbolic visit to Wuhan in which he cast the strategy as proof of the superiority of the country s political system. ",1,0.4,0.32499999999999996,Positive,0.6969,Positive
72,72,1542133366711283712,2022-06-29 13:10:20+00:00,,"Xi says Covid zero policy most economic, effective for China, warns against herd immunity ",0,0.5,0.4333333333333333,Positive,0.4549,Positive
73,73,1542130390160343043,2022-06-29 12:58:31+00:00,UK,Do you believe in Sir Patrick Vallance's herd immunity for SARS CoV 2? ,0,0.0,0.0,Neutral,0.0,Neutral
74,74,1542124983844974593,2022-06-29 12:37:02+00:00,"Washington, DC","Most of the world is letting covid rip, meaning most measures to stop the spread have ended. I m supportive of this herd immunity approach with vaccines available, but Governments should be giving new guidance explaining Covid is an #Endemic. ",0,0.5709090909090909,0.40727272727272723,Positive,0.453,Positive
75,75,1542103025266966528,2022-06-29 11:09:46+00:00,Southwest Missouri,"Xi Warns Against 'Herd Immunity,' Vows to Stick With Covid Zero ",0,0.0,0.0,Neutral,-0.1027,Negative
76,76,1542096311708954624,2022-06-29 10:43:06+00:00,"Gastonia, NC","Xi Warns Against Herd Immunity, Vows to Stick With Covid Zero. via ",0,0.0,0.0,Neutral,-0.1027,Negative
77,77,1542092625284571136,2022-06-29 10:28:27+00:00,,"Chinas Xi warns of herd immunity, says COVID Zero policy works best ",1,0.3,1.0,Positive,0.5859,Positive
78,78,1542088338089426949,2022-06-29 10:11:25+00:00,,"Xi Warns Against Herd Immunity, Vows to Stick With Covid Zero ",0,0.0,0.0,Neutral,-0.1027,Negative
79,79,1542087951340945408,2022-06-29 10:09:52+00:00,UAE,"China s Xi warns against herd immunity, says COVID Zero policy works best ",1,0.3,1.0,Positive,0.5859,Positive
80,80,1542087872265715712,2022-06-29 10:09:34+00:00,"Kirriemuir, Scotland",Covid stricken Jeremy Vine leads calls for RETURN to shielding.They are not telling you because they want herd immunity that is why they are not reporting it via ,0,0.0,0.0,Neutral,-0.4588,Negative
81,81,1542087774479781894,2022-06-29 10:09:10+00:00,Bizarro world, Immune system expert Prof. Cyrille Cohen wants to actively encourage herd immunity among the vulnerable and older population by injecting the last few people in the country who still have true immunity with a non sterilising vaccine . ,0,0.33571428571428574,-0.01666666666666668,Negative,0.8271,Positive
82,82,1542073761695862784,2022-06-29 09:13:29+00:00,,"Xi said China's #COVID response measures have protected people's lives and health to the greatest extent. If China had adopted the 'herd immunity' policy or a hands off approach, given its large population, the country would have faced catastrophic consequences. #XiJinping ",1,0.7142857142857143,0.6071428571428571,Positive,0.5994,Positive
83,83,1542072387679580160,2022-06-29 09:08:02+00:00,Canada,"Xi Warns Against 'Herd Immunity,' Vows to Stick With Covid Zero ",0,0.0,0.0,Neutral,-0.1027,Negative
84,84,1542062542872141826,2022-06-29 08:28:55+00:00,"Beijing, China","During his visit to Wuhan, President Xi said that given China's large population, if it pursues herd immunity and adopts lying down approach, the consequences would be unimaginable amp dynamic zero COVID is the most economical and effective choice for the country. ",0,0.5140211640211639,0.24312169312169316,Positive,0.5046,Positive
85,85,1542050733209653255,2022-06-29 07:41:59+00:00,United Kingdom,On the discredited herd immunity strategy This is interesting hatchet job on early US strategy. Have no time for Trump but this is such a partisan attack. You need to click through to get full thing. The text is only some 20 pages long. ,0,0.5416666666666666,0.15,Positive,-0.705,Negative
86,86,1542041045533196290,2022-06-29 07:03:29+00:00,WA ,ItSpeaks4Itself! You don t get it FAUCI S ARMY PREACHED Herd Immunity amp instead LOCKED DOWN THE WORLD! GOD GAVE YOU IMMUNITY! MILLIONS OF MANKIND WHO TAKE CARE OF THEIR BODY S amp IMMUNE SYSTEM! WEATHERED The Covid 19 flu WITHOUT WEIRD SCIENCE ,0,0.6444444444444445,-0.4019097222222222,Negative,0.8841,Positive
87,87,1542040163009695745,2022-06-29 06:59:59+00:00,Beijing,"Xi visits #Wuhan, emphasizing that China has to stick with the dynamic zero Covid tolerance policy, saying that given the large population, China can t take the herd immunity policy or lying flat in dealing with the virus, those stances will lead to disastrous outcome. ",0,0.3800595238095238,-0.12767857142857142,Negative,-0.5423,Negative
88,88,1542038977825341440,2022-06-29 06:55:16+00:00,Barneveld,"Dr. Jay Bhattacharya on Vaccine Mandates, Herd Immunity, and Why Zero COVID 19 Is Impossible ",0,1.0,-0.6666666666666666,Negative,0.0,Neutral
89,89,1542036138726084608,2022-06-29 06:43:59+00:00,,"President Xi If China chooses the path of herd immunity or lying flat and doing nothing, there would be unthinkable consequences. The dynamic zero covid policy fits China s special condition. We should remain committed to this policy even at the expense of the economic growth. ",0,0.3726190476190476,0.09642857142857143,Positive,0.6808,Positive
90,90,1542035054498414592,2022-06-29 06:39:41+00:00,Shanghai HongKong,"Covid zero policy is the most economic and effective way for #China. If we choose herd immunity and Lying flat , based on China's mass population, the consequences would be too ghastly to contemplate, Xi Jinping stressed during his visit to Wuhan, Hubei. Xinhua",0,0.40625,0.31875,Positive,-0.3477,Negative
91,91,1542030563431055360,2022-06-29 06:21:50+00:00,,And we need to stop considering the pandemic over just because we have vaccines that almost do fuck all to reduce transmission of emerging variants or provide any semblance of herd immunity. ,0,0.6,-0.4,Negative,-0.6621,Negative
92,92,1542025895736664064,2022-06-29 06:03:17+00:00,,"Well they are certainly not working for me! #50sWomen no pension, no letter, no notice. We believed the austerity ploy. We all did our bit. Then it was covid and we saw what they thought of us, #BrexitLies cash for honours, No PPE, then #Torycronyism, herd immunity, #partygate ",0,0.5714285714285714,-0.13392857142857142,Negative,0.7482,Positive
93,93,1542021931024752641,2022-06-29 05:47:32+00:00,Sverige,Celebrating two years of Swedish herd immunity and 'late pandemic phase' ,0,0.6,-0.3,Negative,0.5719,Positive
94,94,1541940922379894784,2022-06-29 00:25:38+00:00,,The vaccines cannot catch up with the rapidly mutating coronavirus. But the good news is that we don't have to worry about covid anymore because covid has become a very mild and attenuated illness. And we all probably have natural herd immunity against it anyways. ,1,0.5499999999999999,0.41111111111111115,Positive,0.769,Positive
95,95,1541925263855915008,2022-06-28 23:23:25+00:00,Deep inside the forest....,"Sharing some big laughs amp bonding about deliberately infecting your own citizens with #COVID19 allegedly for herd hybrid immunity. All you re really doing is causing endless mass harm, disability, suffering amp deaths. ",0,0.43000000000000005,0.11499999999999999,Positive,-0.1531,Negative
96,96,1541922258691710977,2022-06-28 23:11:28+00:00,,Covid warning as more times people get reinfected more likely it is they get unlucky and develop long Covid The Independent. Really? You don't say... You thought wrong didn't you. You believed in Herd Immunity . Did Fauci say 70 ,0,0.5178571428571429,0.09285714285714285,Positive,-0.6705,Negative
97,97,1541898030965837824,2022-06-28 21:35:12+00:00,, who would have thought it herd immunity ,0,0.0,0.0,Neutral,0.0,Neutral
98,98,1541868971456139266,2022-06-28 19:39:43+00:00,,"We follow the UK Covid strategy do nothing to the letter, so have a look how that s going. In the UK the spin has rubbed off, people are seeing the herd immunity debacle for what it is the politics of privilege pretending to do public health. #auspol ",0,0.06666666666666667,0.0,Neutral,0.4404,Positive
99,99,1541854236824113152,2022-06-28 18:41:10+00:00,Vancouver,Here is the Atlas Report Trump's plan for dealing with Covid. The fact that so many more would die from Covid was part of the plan. You still support this and ? ,0,0.5,0.5,Positive,-0.3566,Negative
100,100,1541852413577019393,2022-06-28 18:33:56+00:00,NYC - Boston - Chicago - SF,A new congressional report unpacks how a Trump picked coronavirus advisor turned CDC testing guidance into a mess. ,0,0.31477272727272726,-0.019318181818181818,Negative,-0.3612,Negative
101,101,1541849415333433344,2022-06-28 18:22:01+00:00,"Ontario, Canada",Pride month 2022 The leaders and public health officials are blaming homosexual intercourse between two men for fueling the growing monkey pox pandemic... Instead of the herd immunity test they were warned would destroy people's immune systems.. And organs.. We are savages..,0,0.022222222222222223,-0.08333333333333333,Negative,-0.7845,Negative
102,102,1541826523820335104,2022-06-28 16:51:03+00:00,,"This is going to be so interesting. Inquiry into government response to pandemic. Parties, PPE contracts, herd immunity, care homes amp more. Should be good. #bbcpm #r4today ",1,0.5333333333333333,0.5666666666666667,Positive,0.911,Positive
103,103,1541820343685451778,2022-06-28 16:26:30+00:00,,"Johnson has been dragged, kicking and screaming to this We all know why. Herd immunity and politically motivated, death dealing, delays in lockdown. ",0,0.1,0.0,Neutral,-0.5719,Negative
104,104,1541815647411154950,2022-06-28 16:07:50+00:00,"Austin, Texas & Boston, MA",One of the reasons we might never get to the much discussed herd immunity with COVID is the role of these Superantigens. We've been thinking that it's like the flu because it's a coronavirus but COVID might behave more like rabies... ,0,0.35,0.35,Positive,0.5632,Positive
105,105,1541812313157779456,2022-06-28 15:54:35+00:00,Frostbite Falls," The Atlas Dogma The Trump Administration s Embrace of a Dangerous and Discredited Herd Immunity via Mass Infection Strategy, is available in full here and reveals the following key findings #COVIDisAirborne ",1,0.5900000000000001,0.030000000000000006,Positive,-0.5719,Negative
106,106,1541811671466971142,2022-06-28 15:52:02+00:00,,Does anyone remember Covid? You should it s back with a vengeance The Independent. Johnson s government has caused this. His herd immunity plan has caused a lot of pain and suffering .. ,0,0.0625,0.0,Neutral,-0.7506,Negative
107,107,1541811080892223488,2022-06-28 15:49:41+00:00,"North East, England","It's interesting hearing Schwab shrieking lockdown sceptics complain about trans ideology. Yes, it's dishonest! But the idea that Boris didn't pursue herd immunity, that he always planned to lockdown, is also dishonest. It's a massive lie by lunatic zealots who shriek at planes.",0,0.625,-0.04375,Negative,-0.9273,Negative
108,108,1541795980466692096,2022-06-28 14:49:41+00:00,Texas,So Trump went with herd immunity. Maybe they citizens should have been consulted? Herd immunity didn t work do well. Covid task force members worried about 'misinformation' being shared with Trump ,0,0.0,0.0,Neutral,0.0,Neutral
109,109,1541782453924179968,2022-06-28 13:55:56+00:00,Briland or LA,... #BecauseScience natural herd immunity was another prank. ,0,0.4,0.1,Positive,0.3612,Positive
110,110,1541782399813656576,2022-06-28 13:55:43+00:00,"Washington, D.C. ",Evidence obtained by shows how the Trump Admin Weakened CDC #COVID19 guidance Embraced herd immunity via mass infection before vaccines Blocked scientists from speaking about the pandemic Neglected pandemic response to focus on the Big Lie,0,0.1,0.0,Neutral,-0.7783,Negative
